634,669-86-2927,ACTIVE,Slaa,Alberta,,U,3,1970-11-08,4913 Taubman Avenue,None,93749,Raleigh,NY,Canada,+1 (995) 800-9443,+1 (652) 981-1320,232-8530,Alberta.Slaa@snail-mail.net,Alberta.Slaa@12Freeukisp.co.uk,Minnesota Income Tax for school teachers,0.0535,Ohio Income Tax for the masses,0.0226,,,,,1,1,2018-12-02,9999-12-31
635,565-60-2427,ACTIVE,Doucet,Ciriaco,X,U,2,1926-04-07,6259 Parkwood Crescent,None,M2R 1F9,Winnipeg,ME,Canada,309-8552,984-3623,,Ciriaco.X.Doucet@gmail.com,Ciriaco.X.Doucet@deacons.com,Arkansas Tax for children,0.01,Iowa Income Tax for school teachers,0.0144,,,,,1,0,2018-12-02,9999-12-31
636,956-92-7127,ACTIVE,Seroka,Cindelyn,E,U,2,2000-04-03,12416 Lenwood Lane,None,T5A 1S7,Indianapolis,British Columbia,United States of America,+1 (534) 657-2281,+1 (233) 542-5430,,Cindelyn.E.Seroka@lpemail.com,Cindelyn.E.Seroka@shtrudel.tv,Idaho Income Tax for school teachers,0.0377,West Virginia Income Tax for school teachers,0.03,,,,,1,1,2018-12-02,9999-12-31
637,295-89-4548,ACTIVE,Maciejewski,Aladin,,U,3,2008-08-16,7544 Erie North,Apt. 630,70807,Hollywood,New Brunswick,United States of America,772-5518,,,Aladin.Maciejewski@usa.com,Aladin.Maciejewski@shtrudel.biz,Kansas Income Tax for doctors and lawyers,0.035,Oklahoma Income Tax for blue collar workers,0.0229,MAC3499,522,3177200,Expenses+Boomer+Spender,1,0,2018-12-02,9999-12-31
638,090-20-5826,INACTIVE,Pituley,Viviyan,L,U,3,1945-04-18,19095 Leaf Drive,None,15228,Chesapeake,AK,Canada,(692) 222-7240,985-6161,,Viviyan.L.Pituley@deadaddress.com,None,Alabama Tax for blue collar workers,0.02,Alberta Income Tax for white collar workers,0.32,,,,,1,1,2018-12-02,9999-12-31
639,610-23-0905,ACTIVE,Newsome,Ram,E,U,3,1979-05-23,22760 Savannah Boulevard,Apt. 594,V6F 1U5,Dawson City,FL,United States of America,481-9592,(258) 830-3941,,Ram.E.Newsome@webmail.co.za,None,Iowa Income Tax for those driving SUVs,0.079,Idaho Income Tax for the elderly,0.02,new4901,718,1533826,HighValue+Expenses+Spender,1,0,2018-12-02,9999-12-31
640,111-14-0833,ACTIVE,Khalaf,Ingeborg,R,U,2,1967-10-09,3670 Oasis Street,None,78208,Little Rock,MT,United States of America,958-7825,(805) 232-6108,,Ingeborg.R.Khalaf@shtrudel.biz,Ingeborg.R.Khalaf@taunusstein.net,California Tax for school teachers,0.0266,Yukon Income Tax for school teachers,0.1747,,,,,1,1,2018-12-02,9999-12-31
641,742-72-9730,ACTIVE,Lowder,Starlin,,U,3,2008-11-13,13529 Cleveland Way,None,78231,Tucson,LA,United States of America,+1 (990) 673-0674,(420) 687-4250,,Starlin.Lowder@stoned.com,Starlin.Lowder@safe-mail.net,Ontario Income Tax for doctors and lawyers,0.2832,Louisana Income Tax for school teachers,0.04,,,,,1,0,2018-12-02,9999-12-31
642,632-35-4804,ACTIVE,Feldberg,Stefa,,U,3,1935-11-17,298 Cedar Crescent,None,80072,Lowell,GA,Canada,(587) 369-8605,+1 (387) 220-6270,,Stefa.Feldberg@gmx.es,Stefa.Feldberg@aggies.com,Louisana Income Tax for school teachers,0.04,Ohio Income Tax for the masses,0.0226,,,,,1,1,2018-12-02,9999-12-31
643,241-99-9201,ACTIVE,Bitton,Quintina,,U,3,2006-06-06,21448 Hampton Boulevard,None,76118,Savannah,DC,United States of America,662-0876,,833-7140,Quintina.Bitton@macgui.com,Quintina.Bitton@mail.com,Iowa Income Tax for doctors and lawyers,0.0575,Missouri Income Tax for doctors and lawyers,0.015,,,,,1,0,2018-12-02,9999-12-31
644,595-72-1166,ACTIVE,Jarvie,Gale,,U,3,1970-05-12,16701 Pearl Drive,None,92133,Memphis,TX,United States of America,+1 (902) 960-3307,105-0917,(270) 145-0260,Gale.Jarvie@gawab.com,Gale.Jarvie@shtrudel.tv,British Columbia Income Tax for the masses,0.397,Massachussets Income Tax for school teachers,0.0585,,,,,1,1,2018-12-02,9999-12-31
645,695-30-7451,ACTIVE,Devincenzi,Dermot,X,U,1,1921-03-21,2582 Mitchell Drive,Apt. 619,90118,Carrollton,NE,United States of America,(660) 278-5435,(675) 024-1707,224-6705,Dermot.X.Devincenzi@wildmail.com,None,British Columbia Income Tax for the masses,0.397,South Carolina Income Tax for blue collar workers,0.025,DEV1307,704,1359422,Boomer+Spender,1,1,2018-12-02,9999-12-31
646,165-05-7485,ACTIVE,McGillicuddy,Careers,,U,3,1938-04-11,8887 Holly Knoll Court,None,V6O 1V2,Hilo,IN,Canada,200-7760,673-6936,,Careers.McGillicuddy@macgui.com,Careers.McGillicuddy@hush.ai,New York Income Tax for doctors and lawyers,0.0543,British Columbia Income Tax for lawyers,0.265,,,,,1,0,2018-12-02,9999-12-31
647,336-08-1588,INACTIVE,Yao,Manuela,K,U,2,1920-05-17,16415 Four Winds Crescent,None,R3A 1M2,Corpus Christi,MS,United States of America,933-5004,,,Manuela.K.Yao@macgui.com,None,Delaware Income Tax for the unemployed,0.0347,Iowa Income Tax for blue collar workers,0.0359,,,,,1,1,2018-12-02,9999-12-31
648,089-27-0802,ACTIVE,Conboy,Kessel,,U,2,1936-01-18,16708 Ankara Upper,None,V6Z 1W7,Colorado Springs,FL,Canada,201-8443,611-0542,,Kessel.Conboy@aussiemail.com.au,None,New Mexico Income Tax for inherited wealth,0.082,Oklahoma Income Tax for blue collar workers,0.0229,,,,,1,1,2018-12-02,9999-12-31
649,024-68-8115,INACTIVE,Cooksey,Rasla,T,U,3,1940-07-02,12107 Lake Park Lower,None,H2B 1X2,Elizabeth,IN,United States of America,(230) 552-6140,834-6550,,Rasla.T.Cooksey@devils.com,Rasla.T.Cooksey@lawyer.com,Louisana Income Tax for inherited wealth,0.06,New Mexico Income Tax for inherited wealth,0.082,,,,,1,1,2018-12-02,9999-12-31
650,929-45-6808,ACTIVE,Adey,Shingcheon,,U,2,1932-01-21,2923 Navarro Lower,None,V6R 1U7,Amarillo,GA,United States of America,246-6182,(514) 184-4942,293-4350,Shingcheon.Adey@icqmail.com,None,New Jersey Income Tax for doctors and lawyers,0.0438,Nebraska Income Tax for blue collar workers,0.0251,,,,,1,1,2018-12-02,9999-12-31
651,185-79-6829,ACTIVE,Goodridge,Maryjane,,U,2,2003-01-28,12807 McCardell Upper,None,95167,Norfolk,HI,Canada,(980) 735-4726,,(412) 288-4345,Maryjane.Goodridge@webmail.co.za,Maryjane.Goodridge@4uchat.de,West Virginia Income Tax for the masses,0.0388,New Mexico Income Tax for the unemployed,0.0712,,,,,1,0,2018-12-02,9999-12-31
652,429-58-8637,INACTIVE,Kurolapnik,Girish,,F,3,1996-07-14,10959 Throckmorton East,None,93366,Abilene,UT,United States of America,+1 (418) 487-8445,,,Girish.Kurolapnik@deacons.com,None,Iowa Income Tax for the elderly,0.0036,Arkansas Tax for blue collar workers,0.0216,,,,,1,1,2018-12-02,9999-12-31
653,447-03-4141,ACTIVE,Prattico,Anne-Marie,,M,3,1920-12-19,18207 Conley South,None,M5G 1Y7,Las Vegas,MD,United States of America,839-2391,,,Anne-Marie.Prattico@gmx.com.my,None,North Dakota Income Tax for those driving SUVs,0.1067,Minnesota Income Tax for inherited wealth,0.0785,,,,,1,0,2018-12-02,9999-12-31
654,300-17-5409,ACTIVE,Basinger,Blinnie,,U,3,1924-08-06,23654 Candlelight Avenue,None,V5D 1N8,Fremont,MT,United States of America,583-0220,+1 (476) 527-7917,844-5556,Blinnie.Basinger@buffaloes.com,Blinnie.Basinger@gmx.com,Georgia Income Tax for the elderly,0.05,California Tax for blue collar workers,0.0764,,,,,1,1,2018-12-02,9999-12-31
655,590-14-7892,INACTIVE,Vaserfirer,Morganne,,U,3,1993-11-16,16606 Skillman West,None,98411,Vallejo,ND,United States of America,748-8849,,,Morganne.Vaserfirer@dcemail.com,None,Iowa Income Tax for everyone else,0.0683,Montana Income Tax for everyone else,0.08,,,,,1,1,2018-12-02,9999-12-31
656,966-68-4971,ACTIVE,Cairns,Shiu,I,M,3,1948-11-20,3161 Kirby Avenue,None,V5A 1P2,Warwick,Prince Edward Island,United States of America,500-6192,672-5066,,Shiu.I.Cairns@mail.be,Shiu.I.Cairns@yahoo.com,Virginia Income Tax for inherited wealth,0.0575,New Brunswick Income Tax for blue collar workers,0.3068,,,,,1,0,2018-12-02,9999-12-31
657,736-86-7895,ACTIVE,Knox,Ursola,,F,2,2005-12-13,22636 Winsome Avenue,None,85776,Hartford,British Columbia,United States of America,(878) 793-7368,168-5734,,Ursola.Knox@aol.com,None,New York Income Tax for doctors and lawyers,0.0543,South Carolina Income Tax for blue collar workers,0.025,,,,,1,0,2018-12-02,9999-12-31
658,987-60-7316,ACTIVE,Gibbins,Radomir,E,U,2,2017-04-12,6800 Conley Avenue,None,99588,Huntsville,Quebec,Canada,763-3582,+1 (842) 975-1687,+1 (854) 988-8670,Radomir.E.Gibbins@hushmail.com,Radomir.E.Gibbins@army.com,North Carolina Income Tax for doctors and lawyers,0.0688,Idaho Income Tax for everyone else,0.0731,,,,,1,1,2018-12-02,9999-12-31
659,018-32-9902,ACTIVE,Rantala,Dinny,,U,3,1985-10-02,9177 Wishek Park,None,94347,Henderson,Quebec,United States of America,(795) 541-9809,069-8698,229-4860,Dinny.Rantala@hushmail.com,Dinny.Rantala@animail.net,Idaho Income Tax for blue collar workers,0.0554,Newfoundland Income Tax for the masses,0.3816,,,,,1,1,2018-12-02,9999-12-31
660,887-70-7631,ACTIVE,Jean-Louis,Katti,,U,3,1940-09-23,7123 Drexel Rue,None,95139,Independence,WI,United States of America,(777) 041-7555,(644) 671-6891,551-2320,Katti.Jean-Louis@quake0.de,Katti.Jean-Louis@animail.net,British Columbia Income Tax for inherited wealth,0.45,Rhode Island Income Tax for children,0.0,,,,,1,1,2018-12-02,9999-12-31
661,741-59-9016,ACTIVE,IrcInternal-Docs,Haig,,U,3,1980-06-07,20166 Presido Park,None,V6I 1V9,Missoula,AZ,Canada,806-0493,+1 (827) 168-2116,,Haig.IrcInternal-Docs@gmx.co.uk,None,Maryland Income Tax for inherited wealth,0.0485,Missouri Income Tax for the masses,0.03,,,,,1,1,2018-12-02,9999-12-31
662,577-33-0076,ACTIVE,Avery,Annamaria,,U,2,2014-03-12,8552 Alpha Park,None,93699,Ann Arbor,LA,United States of America,533-0997,(282) 584-5984,,Annamaria.Avery@post.com,Annamaria.Avery@operamail.com,U.S. Income Tax Bracket for the masses,0.305,Wisconsin Income Tax for the elderly,0.054,,,,,1,0,2018-12-02,9999-12-31
663,943-12-0629,ACTIVE,Heinzman,Janean,O,U,,1996-10-12,8519 Wilderness West,None,99624,Fort Smith,MT,Canada,340-2151,+1 (725) 046-7730,,Janean.O.Heinzman@gmail.com,None,Montana Income Tax for university students,0.1,Delaware Income Tax for doctors and lawyers,0.041,,,,,1,0,2018-12-02,9999-12-31
664,273-97-2932,INACTIVE,Skwarok,Murat,,U,,1946-06-19,3778 Lakeview West,None,T6D 1G5,Richmond,HI,United States of America,359-7925,,,Murat.Skwarok@operamail.com,Murat.Skwarok@myfastmail.com,Delaware Income Tax for inherited wealth,0.06,New Mexico Income Tax for school teachers,0.0495,,,,,1,1,2018-12-02,9999-12-31
665,722-26-4579,ACTIVE,Administration,Ethelin,,M,2,1958-05-06,17209 Bellaire Rue,Apt. 347,72214,Washington,IL,Canada,+1 (894) 867-9509,,(700) 584-2031,Ethelin.Administration@mail2world.com,Ethelin.Administration@whale-mail.com,Prince Edward Island Income Tax for everyone else,0.4437,Ohio Income Tax for the masses,0.0226,adm7527,595,2671950,HighValue+Boomer,1,0,2018-12-02,9999-12-31
666,861-84-9675,ACTIVE,Baxter,Lanita,,M,3,1942-03-22,3029 Hickory Lower,None,93667,Scottsdale,HI,United States of America,195-5453,036-5343,915-9318,Lanita.Baxter@box.az,None,Manitoba Income Tax for the masses,0.16,Missouri Income Tax for those driving SUVs,0.055,,,,,1,0,2018-12-02,9999-12-31
667,859-13-0910,ACTIVE,Fowler-Hornbuckle,Nath,,M,3,2000-02-10,16580 Inwood Drive,None,68516,Kansas City,TN,United States of America,181-0860,322-0541,,Nath.Fowler-Hornbuckle@hushmail.me,None,Canadian Income Tax for the poor,0.16,Ontario Income Tax for the elderly,0.3122,,,,,1,0,2018-12-02,9999-12-31
668,269-03-6462,ACTIVE,Coutellier,Courtnay,L,U,,2001-05-14,16866 Richmond Park,Apt. 971,V6M 1W8,Sydney,Ontario,United States of America,+1 (853) 265-3356,,,Courtnay.L.Coutellier@devils.com,Courtnay.L.Coutellier@gmx.co.uk,Wisconsin Income Tax for inherited wealth,0.0675,Mississippi Income Tax for school teachers,0.04,cou5730,502,1210016,Expenses+Boomer,1,0,2018-12-02,9999-12-31
669,495-59-8906,ACTIVE,Kalsey,Huelsman,H,U,1,2014-07-20,8914 Rosedale Court,None,M2R 1F5,Hialeah,IA,United States of America,+1 (822) 849-5548,,,Huelsman.H.Kalsey@fastemailer.com,None,Texas Income Tax for the masses,0.0,Hawaii Income Tax for blue collar workers,0.0249,,,,,1,0,2018-12-02,9999-12-31
670,239-05-5663,INACTIVE,Revah,Jashvant,,U,2,1944-05-26,20602 Minot Avenue,Apt. 690,74154,Stamford,Prince Edward Island,United States of America,(865) 420-8531,(889) 875-1884,890-3581,Jashvant.Revah@privacyharbor.com,None,Ohio Income Tax for inherited wealth,0.0698,Oklahoma Income Tax for the masses,0.0318,Rev7132,761,3564537,HighValue+Spender,1,1,2018-12-02,9999-12-31
671,393-47-8713,ACTIVE,Tomar,Alleen,,U,3,1926-08-29,3261 Henderson South,Apt. 293,64103,Oxnard,HI,United States of America,029-5380,080-7576,(312) 465-9081,Alleen.Tomar@gawab.com,None,Yukon Income Tax for everyone else,0.3212,Michigan Income Tax for blue collar workers,0.043,,,,,1,1,2018-12-02,9999-12-31
672,004-89-3739,ACTIVE,Sandness,Rolf,,U,2,1949-11-02,8268 Cliffbrook Boulevard,None,V6S 1Q5,Provo,SD,United States of America,+1 (314) 106-1229,+1 (814) 671-9940,(783) 571-4055,Rolf.Sandness@mail.be,None,Alberta Income Tax for white collar workers,0.32,Utah Income Tax for blue collar workers,0.0512,,,,,1,0,2018-12-02,9999-12-31
673,811-29-9423,INACTIVE,Paglia,Sheela,W,U,1,1959-05-30,24898 Donaldson Avenue,None,V6X 1W7,San Bernardino,ME,United States of America,(974) 437-6599,+1 (453) 595-9139,,Sheela.W.Paglia@doctor.com,Sheela.W.Paglia@RespectAnimals.com,Arkansas Tax for children,0.01,Iowa Income Tax for school teachers,0.0144,,,,,1,1,2018-12-02,9999-12-31
674,538-24-0673,ACTIVE,Kimbrell,Isabelle,,U,2,1987-12-04,19509 Seward Lane,None,78281,Independence,ND,Canada,303-1960,354-1888,+1 (247) 132-4308,Isabelle.Kimbrell@mail.be,Isabelle.Kimbrell@gmx.it,Hawaii Income Tax for the unemployed,0.0518,Alberta Income Tax for doctors and lawyers,0.36,,,,,1,1,2018-12-02,9999-12-31
675,873-78-4237,ACTIVE,Saltsider,Maarten,D,F,3,2009-03-27,15447 Trail Lake Road,None,20098,Livonia,KY,United States of America,+1 (974) 584-7376,,,Maarten.D.Saltsider@gmx.fr,None,Yukon Income Tax for school teachers,0.1747,Saskatchewan Income Tax for the unemployed,0.42,,,,,1,0,2018-12-02,9999-12-31
676,315-82-1944,ACTIVE,Gundlach,Witold,,U,2,1969-02-19,12840 Navidad Lane,None,96721,London,OK,Canada,+1 (553) 581-2105,+1 (322) 111-3667,,Witold.Gundlach@peacemail.com,None,Idaho Income Tax for blue collar workers,0.0554,Arizona Income Tax for inherited wealth,0.0504,,,,,1,1,2018-12-02,9999-12-31
677,944-88-1921,ACTIVE,Kindem,Duong,,U,3,1929-06-30,12736 Pasadena Avenue,None,80186,Washington,HI,Canada,+1 (647) 270-8840,+1 (253) 255-7865,130-5233,Duong.Kindem@snail-mail.net,Duong.Kindem@animail.net,Virginia Income Tax for the masses,0.02,Canadian Income Tax for the huddled masses,0.22,,,,,1,1,2018-12-02,9999-12-31
678,915-28-8560,INACTIVE,Ballou,Petronille,F,F,3,1991-07-23,3579 Winifred South,None,32237,Waterbury,DE,United States of America,(433) 291-0562,895-7574,,Petronille.F.Ballou@operamail.com,Petronille.F.Ballou@mail.be,New Brunswick Income Tax for the masses,0.4252,Saskatchewan Income Tax for the elderly,0.355,,,,,1,1,2018-12-02,9999-12-31
679,392-03-9140,ACTIVE,Lundhild,Grame,,U,3,1944-05-05,12960 Glenmont Street,None,45423,Honolulu,WA,United States of America,776-0367,+1 (426) 148-8519,100-8042,Grame.Lundhild@mailmetrash.com,Grame.Lundhild@fastmail.fm,Prince Edward Island Income Tax for everyone else,0.4437,Iowa Income Tax for blue collar workers,0.0359,,,,,1,1,2018-12-02,9999-12-31
680,020-24-2957,INACTIVE,Biard,Myrta,,U,3,1957-01-05,885 Crosby Lane,None,T6D 1B4,Moreno Valley,DE,United States of America,(422) 278-2672,+1 (260) 304-2550,,Myrta.Biard@devils.com,Myrta.Biard@lpemail.com,District of Columbia Income Tax for teachers,0.0725,New Brunswick Income Tax for blue collar workers,0.3068,,,,,1,1,2018-12-02,9999-12-31
681,630-14-2344,ACTIVE,Glowa,Wesley,,U,2,2009-08-18,23764 Sabine West,None,V6J 1W7,Wichita,OR,United States of America,(607) 979-4620,644-2435,,Wesley.Glowa@farce.de,Wesley.Glowa@london.com,Delaware Income Tax for inherited wealth,0.06,Manitoba Income Tax for the unemployed,0.394,,,,,1,0,2018-12-02,9999-12-31
682,206-43-9270,ACTIVE,Volz,Siu-Ling,,U,3,1976-09-22,3713 Jarvis Avenue,Apt. 494,93390,Bellevue,Saskatchewan,Canada,563-0995,,+1 (314) 253-3050,Siu-Ling.Volz@hushmail.com,Siu-Ling.Volz@gmx.it,Mississippi Income Tax for inherited wealth,0.05,Maryland Income Tax for inherited wealth,0.0485,vol7744,660,3749505,HighValue+Boomer,1,1,2018-12-02,9999-12-31
683,968-90-2588,ACTIVE,Lantos,Laverne,,U,2,1931-08-25,16768 Regency North,None,95204,Long Beach,TN,United States of America,(344) 978-5407,(560) 578-5205,,Laverne.Lantos@spamavert.com,Laverne.Lantos@gmx.com,Manitoba Income Tax for inherited wealth,0.464,North Carolina Income Tax for school teachers,0.06,,,,,1,0,2018-12-02,9999-12-31
684,874-36-6293,ACTIVE,Vincent,Aila,L,U,3,1946-09-07,1790 Golden East,Apt. 322,36152,Irvine,AR,United States of America,709-1972,(478) 262-5869,228-3854,Aila.L.Vincent@gmail.com,Aila.L.Vincent@taunusstein.net,Iowa Income Tax for blue collar workers,0.0359,Northwest Territories Income Tax for lawyers,0.269,,,,,1,1,2018-12-02,9999-12-31
685,417-58-6036,ACTIVE,Zitzmann,Pinder,,M,3,1978-01-19,6294 Keene Road,None,78288,Oceanside,SD,Canada,588-2173,927-2183,,Pinder.Zitzmann@rediffmail.com,Pinder.Zitzmann@gmx.pt,New Jersey Income Tax for doctors and lawyers,0.0438,Indiana Income Tax for the masses,0.034,,,,,1,0,2018-12-02,9999-12-31
686,570-36-4196,ACTIVE,Pindur,Inam,,U,3,2013-02-25,13327 Darlington Drive,None,23297,Memphis,MI,United States of America,474-3486,,,Inam.Pindur@soodonims.com,Inam.Pindur@doctor.com,Saskatchewan Income Tax for blue collar workers,0.16,Manitoba Income Tax for everyone else,0.434,,,,,1,1,2018-12-02,9999-12-31
687,946-48-0733,ACTIVE,Astorino,Mounir,,U,2,2007-04-22,12586 Post Oak West,None,M8A 1X1,Newark,HI,United States of America,+1 (772) 662-3697,(891) 912-9700,845-0255,Mounir.Astorino@12Freeukisp.co.uk,None,Northwest Territories Income Tax for children,0.0,California Tax for school teachers,0.0266,,,,,1,1,2018-12-02,9999-12-31
688,423-84-6171,ACTIVE,Aloi,Witte,,U,3,2001-05-28,21584 Mason Court,None,48262,Macon,Ontario,Canada,(932) 319-0774,,311-1587,Witte.Aloi@hushmail.me,None,Prince Edward Island Income Tax for teachers,0.16,Nova Scotia Income Tax for children,0.0,,,,,1,0,2018-12-02,9999-12-31
689,493-88-9013,ACTIVE,Sibbet,Inesita,,U,3,1991-09-09,2920 Whittington Street,None,84114,Torrance,IN,Canada,769-8663,826-0261,,Inesita.Sibbet@gmx.co.uk,Inesita.Sibbet@gmx.com,District of Columbia Income Tax for teachers,0.0725,Manitoba Income Tax for the unemployed,0.394,,,,,1,1,2018-12-02,9999-12-31
690,780-94-7964,INACTIVE,Moharram,Nirmal,X,U,3,1961-05-22,1047 Courtland Lane,None,T5B 1M2,Santa Clara,Newfoundland,United States of America,916-2178,778-0352,,Nirmal.X.Moharram@gmx.pt,None,North Dakota Income Tax for inherited wealth,0.12,Northwest Territories Income Tax for workers,0.394,,,,,1,1,2018-12-02,9999-12-31
691,170-02-0782,INACTIVE,Irick,Carolann,,F,3,1982-05-21,23490 Four Winds Upper,None,V5C 1P4,Fargo,UT,United States of America,254-6418,,,Carolann.Irick@yahoo.com,Carolann.Irick@deacons.com,Texas Income Tax for the masses,0.0,New York Income Tax for children,0.0,,,,,1,1,2018-12-02,9999-12-31
692,174-82-0513,INACTIVE,McConaghay,Hamilton,,U,3,1933-01-25,13112 Lynnfield East,None,55450,Yellow Knife,New Brunswick,United States of America,(448) 281-5977,+1 (295) 818-6128,,Hamilton.McConaghay@spamavert.com,Hamilton.McConaghay@peacemail.com,New Mexico Income Tax for the elderly,0.017,North Dakota Income Tax for the masses,0.08,,,,,1,1,2018-12-02,9999-12-31
693,493-06-2483,ACTIVE,Scss,Carlos,,U,2,1990-03-17,21820 Pampas Lower,None,V6R 1T5,Las Cruces,NV,United States of America,399-0779,226-1784,342-2672,Carlos.Scss@teancum.net,Carlos.Scss@hotmail.com,Hawaii Income Tax for inherited wealth,0.0875,Delaware Income Tax for inherited wealth,0.06,,,,,1,1,2018-12-02,9999-12-31
694,349-96-0012,INACTIVE,Waddick,Eline,,F,2,1930-07-01,14422 Morning Rue,None,H2A 1Y3,Oxnard,VA,United States of America,147-4142,,(812) 196-3855,Eline.Waddick@ProtectAnimals.com,None,Arizona Income Tax for blue collar workers,0.0341,Maryland Income Tax for inherited wealth,0.0485,,,,,1,1,2018-12-02,9999-12-31
695,482-21-5342,ACTIVE,Lysinger,Orlyn,,U,3,1978-11-16,22834 Gracie East,None,V6K 1V8,Huntington,British Columbia,United States of America,140-2840,871-3542,,Orlyn.Lysinger@snail-mail.net,Orlyn.Lysinger@hushmail.com,Montana Income Tax for university students,0.1,Canadian Income Tax for the filthy rich,0.29,,,,,1,1,2018-12-02,9999-12-31
696,197-96-6351,INACTIVE,Fortier,Rubina,,U,2,1965-04-28,13342 Alamo Court,None,23272,Bismarck,HI,United States of America,(554) 611-9092,+1 (264) 663-2726,+1 (388) 756-3591,Rubina.Fortier@gmx.com,None,Minnesota Income Tax for doctors and lawyers,0.066,Maryland Income Tax for the masses,0.039,,,,,1,1,2018-12-02,9999-12-31
697,118-88-7447,ACTIVE,Mariani,Nelia,,U,1,1923-06-03,19647 Armstrong Avenue,None,89035,Sioux Falls,WA,United States of America,864-1339,(368) 171-8993,(348) 394-1129,Nelia.Mariani@shtrudel.biz,Nelia.Mariani@snail-mail.net,Canadian Income Tax for the filthy rich,0.29,Alabama Tax for inherited wealth,0.05,,,,,1,1,2018-12-02,9999-12-31
698,638-34-9167,INACTIVE,Traynor,Melisse,J,M,3,1994-02-24,408 Johnson Ferry Avenue,None,98413,St. Petersburg,MT,United States of America,798-5332,+1 (219) 684-0463,,Melisse.J.Traynor@aggies.com,None,Saskatchewan Income Tax for children,0.0,Yukon Income Tax for blue collar workers,0.2336,,,,,1,1,2018-12-02,9999-12-31
699,071-93-7934,ACTIVE,Moloney,Jagdish,,U,3,1963-12-28,8316 Garden Brook North,None,78777,Flint,MN,United States of America,+1 (351) 033-9347,(351) 716-8744,,Jagdish.Moloney@mail.com,Jagdish.Moloney@gmx.hk,Yukon Income Tax for the unemployed,0.2636,Kentucky Income Tax for the masses,0.05,,,,,1,1,2018-12-02,9999-12-31
700,480-02-2707,ACTIVE,Szaplonczay,Catherine,,U,3,1976-05-19,17388 Oakhurst Lower,None,V6I 1P7,Inglewood,CT,Canada,307-7136,463-7873,,Catherine.Szaplonczay@letterbox.org,None,California Tax for children,0.01,South Carolina Income Tax for doctors and lawyers,0.043,,,,,1,1,2018-12-02,9999-12-31
701,926-61-1093,ACTIVE,Saifullah,Corkstown,,U,3,1964-03-31,10136 Meadowlark Drive,None,60744,Grand Rapids,WI,United States of America,724-0682,422-2945,749-6031,Corkstown.Saifullah@lawyer.com,None,Canadian Income Tax for the poor,0.16,Minnesota Income Tax for inherited wealth,0.0785,,,,,1,1,2018-12-02,9999-12-31
702,029-21-6413,INACTIVE,Kiefer,Leshia,V,M,3,1939-06-01,13568 Green Park,None,50310,Jackson,HI,United States of America,(684) 935-3210,,,Leshia.V.Kiefer@gmx.us,Leshia.V.Kiefer@myway.com,Yukon Income Tax for inherited wealth,0.4301,Montana Income Tax for inherited wealth,0.11,,,,,1,1,2018-12-02,9999-12-31
703,592-02-5828,ACTIVE,St-Amour,Natascha,,U,3,1978-07-17,6264 Mills Lower,None,V6W 1P2,Whitehorse,NE,Canada,455-9720,539-8747,,Natascha.St-Amour@aussiemail.com.au,None,West Virginia Income Tax for the masses,0.0388,Montana Income Tax for doctors and lawyers,0.04,,,,,1,1,2018-12-02,9999-12-31
704,923-92-1786,ACTIVE,Mikelonis,Bina,,U,3,2012-05-10,1920 Rockdale Boulevard,None,V6U 1U5,Baltimore,British Columbia,Canada,(896) 667-6850,+1 (266) 776-0994,(214) 120-4559,Bina.Mikelonis@army.com,Bina.Mikelonis@quake0.de,Saskatchewan Income Tax for the unemployed,0.42,Northwest Territories Income Tax for the elderly,0.322,,,,,1,1,2018-12-02,9999-12-31
705,930-29-2288,ACTIVE,Mitchell,Dvs,,U,2,1998-12-04,22636 Winsome Avenue,None,60729,Hamilton,KY,United States of America,219-0404,251-6713,,Dvs.Mitchell@buffaloes.com,Dvs.Mitchell@doctor.com,Alabama Tax for school teachers,0.04,Alberta Income Tax for white collar workers,0.32,,,,,1,1,2018-12-02,9999-12-31
706,740-56-9419,ACTIVE,Sinnett,Pat,H,M,2,1949-07-06,14004 Pelan Way,None,83710,Hay River,Ontario,United States of America,063-9953,,,Pat.H.Sinnett@shtrudel.org,Pat.H.Sinnett@box.az,Northwest Territories Income Tax for lawyers,0.269,Manitoba Income Tax for doctors and lawyers,0.279,,,,,1,0,2018-12-02,9999-12-31
707,465-83-5743,INACTIVE,Kalaichelvan,Shahab,Q,U,3,2006-05-07,4199 Harvard Avenue,None,H5I 1P8,New York,VA,Canada,(442) 436-9121,(328) 635-5129,,Shahab.Q.Kalaichelvan@farce.de,Shahab.Q.Kalaichelvan@hush.ai,Yukon Income Tax for everyone else,0.3212,Minnesota Income Tax for inherited wealth,0.0785,,,,,1,1,2018-12-02,9999-12-31
708,002-13-1903,ACTIVE,Cronan,Bertha,,U,2,2016-04-21,19604 Hawkins Park,None,V5C 1P3,Vancouver,TN,United States of America,359-7799,771-2529,,Bertha.Cronan@wraped.net,Bertha.Cronan@aol.com,Yukon Income Tax for school teachers,0.1747,Iowa Income Tax for school teachers,0.0144,,,,,1,0,2018-12-02,9999-12-31
